Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,JaxrsResource,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: API_PREFIX; API_VERSION; API_POSTFIX; PREFIX; TIMELINE; REGISTER_NOTIFICATION_CALLBACK; UPLOAD_PLUGIN_CONFIG; UPLOAD_PER_TENANT_CONFIG; UPLOAD_PLUGIN_PAYMENT_STATE_MACHINE_CONFIG; USER_KEY_VALUE; SEARCH; HDR_API_KEY; HDR_API_SECRET; HDR_CREATED_BY; HDR_REASON; HDR_COMMENT; HDR_PAGINATION_CURRENT_OFFSET; HDR_PAGINATION_NEXT_OFFSET; HDR_PAGINATION_TOTAL_NB_RECORDS; HDR_PAGINATION_MAX_NB_RECORDS; HDR_PAGINATION_NEXT_PAGE_URI; STRING_PATTERN; UUID_PATTERN; NUMBER_PATTERN; ANYTHING_PATTERN; PATH_PAYMENT_PLUGIN_NAME; QUERY_LOCAL_NODE_ONLY; QUERY_EXTERNAL_KEY; QUERY_API_KEY; QUERY_REQUESTED_DT; QUERY_PAYMENT_EXTERNAL_KEY; QUERY_TRANSACTION_EXTERNAL_KEY; QUERY_ENTITLEMENT_REQUESTED_DT; QUERY_BILLING_REQUESTED_DT; QUERY_CALL_COMPLETION; QUERY_USE_REQUESTED_DATE_FOR_BILLING; QUERY_CALL_TIMEOUT; QUERY_TARGET_DATE; QUERY_BILLING_POLICY; QUERY_MIGRATED; QUERY_ENTITLEMENT_POLICY; QUERY_SEARCH_OFFSET; QUERY_SEARCH_LIMIT; QUERY_ENTITLEMENT_EFFECTIVE_FROM_DT; QUERY_FORCE_NEW_BCD_WITH_PAST_EFFECTIVE_DATE; QUERY_ACCOUNT_WITH_BALANCE; QUERY_ACCOUNT_WITH_BALANCE_AND_CBA; QUERY_ACCOUNT_TREAT_NULL_AS_RESET; QUERY_ACCOUNT_ID; QUERY_CANCEL_ALL_SUBSCRIPTIONS; QUERY_WRITE_OFF_UNPAID_INVOICES; QUERY_ITEM_ADJUST_UNPAID_INVOICES; QUERY_REMOVE_FUTURE_NOTIFICATIONS; QUERY_BLOCKING_STATE_TYPES; QUERY_BLOCKING_STATE_SVCS; QUERY_INVOICE_WITH_ITEMS; QUERY_WITH_MIGRATION_INVOICES; QUERY_UNPAID_INVOICES_ONLY; QUERY_INCLUDE_VOIDED_INVOICES; QUERY_INVOICE_WITH_CHILDREN_ITEMS; QUERY_PAYMENT_EXTERNAL; QUERY_PAYMENT_AMOUNT; QUERY_PAYMENT_WITH_REFUNDS_AND_CHARGEBACKS; QUERY_PAYMENT_PLUGIN_NAME; QUERY_PAYMENT_METHOD_ID; QUERY_PAYMENT_CONTROL_PLUGIN_NAME; QUERY_TENANT_USE_GLOBAL_DEFAULT; QUERY_TAGS_INCLUDED_DELETED; QUERY_TAG; QUERY_CUSTOM_FIELD; QUERY_OBJECT_TYPE; QUERY_PAYMENT_METHOD_PLUGIN_NAME; QUERY_WITH_PLUGIN_INFO; QUERY_WITH_ATTEMPTS; QUERY_PAYMENT_METHOD_IS_DEFAULT; QUERY_PAY_ALL_UNPAID_INVOICES; QUERY_PAY_INVOICE; QUERY_PLUGIN_PROPERTY; QUERY_START_DATE; QUERY_END_DATE; QUERY_DELETE_IF_EXISTS; QUERY_BUNDLES_FILTER; QUERY_BUNDLES_RENAME_KEY_IF_EXIST_UNUSED; QUERY_DELETE_DEFAULT_PM_WITH_AUTO_PAY_OFF; QUERY_FORCE_DEFAULT_PM_DELETION; QUERY_AUDIT; QUERY_PARALLEL; QUERY_AUTO_COMMIT; QUERY_NOTIFICATION_CALLBACK; PAGINATION; ADMIN; ADMIN_PATH; ACCOUNTS; ACCOUNTS_PATH; ANALYTICS; ANALYTICS_PATH; BUNDLES; BUNDLES_PATH; SECURITY; SECURITY_PATH; SUBSCRIPTIONS; SUBSCRIPTIONS_PATH; ENTITLEMENTS; ENTITLEMENTS_PATH; TAG_DEFINITIONS; TAG_DEFINITIONS_PATH; INVOICES; INVOICES_PATH; INVOICE_ITEMS; INVOICES_ITEMS_PATH; CHARGES; CHARGES_PATH; TAXES; PAYMENTS; PAYMENTS_PATH; PAYMENT_TRANSACTIONS; PAYMENT_TRANSACTIONS_PATH; ATTEMPTS; PAYMENT_GATEWAYS; PAYMENT_GATEWAYS_PATH; REFUNDS; PAYMENT_METHODS; PAYMENT_METHODS_PATH; PAYMENT_METHODS_DEFAULT_PATH_POSTFIX; CREDITS; CREDITS_PATH; INVOICE_PAYMENTS; INVOICE_PAYMENTS_PATH; DRY_RUN; CHARGEBACKS; CHARGEBACKS_PATH; CHARGEBACK_REVERSALS; CHARGEBACK_REVERSALS_PATH; ALL_TAGS; TAGS; TAGS_PATH; ALL_CUSTOM_FIELDS; CUSTOM_FIELDS; CUSTOM_FIELDS_PATH; EMAILS; EMAIL_NOTIFICATIONS; CATALOG; CATALOG_PATH; OVERDUE; OVERDUE_PATH; TENANTS; TENANTS_PATH; USAGES; USAGES_PATH; EXPORT; EXPORT_PATH; PLUGINS_INFO; PLUGINS_INFO_PATH; NODES_INFO; NODES_INFO_PATH; PLUGINS; PLUGINS_PATH; TEST; TEST_PATH; CBA_REBALANCING; UNDO_CHANGE_PLAN; UNDO_CANCEL; PAUSE; RESUME; BLOCK; RENAME_KEY; AUTHORIZATION; CAPTURE; HOSTED; FORM; NOTIFICATION; CANCEL_SCHEDULED_PAYMENT_TRANSACTION; INVOICE_TEMPLATE; INVOICE_MP_TEMPLATE; INVOICE_TRANSLATION; INVOICE_CATALOG_TRANSLATION; COMMIT_INVOICE; VOID_INVOICE; COMBO; MIGRATION; CHILDREN; BCD; TRANSFER_CREDIT; CACHE; HEALTHCHECK; QUERY_INCLUDED_DELETED; AUDIT_LOG; AUDIT_LOG_WITH_HISTORY
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,JaxRsResourceBase,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: BundleResource; CatalogResource; ComboPaymentResource; CreditResource; CustomFieldResource; ExportResource; InvoiceItemResource; InvoicePaymentResource; NodesInfoResource; OverdueResource; PaymentMethodResource; PluginInfoResource; PluginResource; SecurityResource; TagDefinitionResource; TagResource; TenantResource; TransactionResource; UsageResource; JaxRsResourceBaseTest
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,JaxRsResourceBase,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 49 methods
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,KillBillApiDefinition,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: BASIC_AUTH_SCHEME; API_KEY_SCHEME; API_SECRET_SCHEME
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,OverdueResource,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): JaxRsResourceBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,PaymentGatewayResource,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ComboPaymentResource
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,PaymentResource,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 31 public methods
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,PluginResource,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,SecurityResource,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): JaxRsResourceBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,SubscriptionResource,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 39 public methods
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,CompletionUserRequestEntitlement,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,EntitlementCallCompletionCallback,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,EntitlementCallCompletion,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,SubscriptionResourceHelpers,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 33 public methods
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,TagDefinitionResource,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): JaxRsResourceBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,TenantResource,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): JaxRsResourceBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,TenantResource,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,ClockResource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,TransactionResource,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): JaxRsResourceBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,TestJaxRsResourceBase,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,JaxRsResourceBaseTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): JaxRsResourceBase
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.resources,UsageResourceTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UsageResource
killbill-killbill-0.20.14,org.killbill.billing.jaxrs.util,JaxrsUriBuilder,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: PaymentMethodResource; JaxrsUriBuilder; JaxRsResourceBase; AccountResource; PaymentResource
killbill-killbill-0.20.14,org.killbill.billing.junction.glue,DefaultJunctionModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.junction.glue,KillBillShiroModuleOnlyIniRealm,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.junction.glue,TestJunctionModuleNoDB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.junction.glue,TestJunctionModuleNoDB,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestJunctionModule
killbill-killbill-0.20.14,org.killbill.billing.junction.glue,TestJunctionModuleWithEmbeddedDB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.junction.plumbing.billing,DefaultBillingEvent,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods
killbill-killbill-0.20.14,org.killbill.billing.junction.plumbing.billing,DefaultBillingEventSet,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.junction.plumbing.billing,TestBillingApi,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.junction.plumbing.billing,TestBlockingCalculator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.junction.plumbing.billing,TestBlockingCalculator,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 29 public methods
killbill-killbill-0.20.14,org.killbill.billing.junction.plumbing.billing,TestBlockingStateService,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.junction.plumbing.billing,TestDefaultBillingEvent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.junction.plumbing.billing,TestDefaultInternalBillingApi,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.junction.plumbing.billing,TestDisabledDuration,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.applicator,OverdueStateApplicator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.applicator,TestOverdueStateApplicator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.caching,TestDefaultOverdueConfigCache,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.calculator,TestBillingStateCalculator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.config,DefaultDuration,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: DefaultOverdueState; DefaultOverdueCondition; DefaultDuration; DefaultOverdueConfig; DefaultOverdueStatesAccount
killbill-killbill-0.20.14,org.killbill.billing.overdue.config,DefaultEmailNotification,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: subject; templateName; isHTML
killbill-killbill-0.20.14,org.killbill.billing.overdue.config,DefaultOverdueState,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods
killbill-killbill-0.20.14,org.killbill.billing.overdue.config,MockOverdueRules,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CLEAR_STATE
killbill-killbill-0.20.14,org.killbill.billing.overdue.config,MockOverdueRules,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DefaultOverdueConfig
killbill-killbill-0.20.14,org.killbill.billing.overdue.config,MockOverdueState,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.config,MockOverdueState,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DefaultOverdueState
killbill-killbill-0.20.14,org.killbill.billing.overdue.config,TestCondition,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.config,MockCondition,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
killbill-killbill-0.20.14,org.killbill.billing.overdue.config,TestOverdueConfig,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.exceptions,OverdueError,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.glue,DefaultOverdueModule,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: OVERDUE_INVALIDATION_CALLBACK; OVERDUE_NOTIFIER_CHECK_NAMED; OVERDUE_NOTIFIER_ASYNC_BUS_NAMED
killbill-killbill-0.20.14,org.killbill.billing.overdue.glue,DefaultOverdueModule,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: DefaultOverdueModule; OverdueListener; DefaultOverdueService
killbill-killbill-0.20.14,org.killbill.billing.overdue.glue,ApplicatorBlockingApi,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.glue,TestOverdueModuleNoDB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.glue,TestOverdueModuleNoDB,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestOverdueModule
killbill-killbill-0.20.14,org.killbill.billing.overdue.glue,TestOverdueModuleWithEmbeddedDB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.listener,OverdueDispatcher,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.listener,OverdueListener,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: DefaultOverdueModule; OverdueListener; DefaultOverdueService
killbill-killbill-0.20.14,org.killbill.billing.overdue.notification,DefaultOverdueNotifierBase,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.notification,DefaultOverduePosterBase,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.notification,OverdueAsyncBusNotificationKey,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): OverdueCheckNotificationKey
killbill-killbill-0.20.14,org.killbill.billing.overdue.notification,OverdueAsyncBusNotifier,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: log; OVERDUE_ASYNC_BUS_NOTIFIER_QUEUE
killbill-killbill-0.20.14,org.killbill.billing.overdue.notification,OverdueCheckNotifier,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: log; OVERDUE_CHECK_NOTIFIER_QUEUE
killbill-killbill-0.20.14,org.killbill.billing.overdue.notification,MockOverdueNotifier,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.notification,TestDefaultOverdueCheckPoster,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.notification,TestOverdueCheckNotifier,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.notification,OverdueDispatcherMock,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.notification,TestOverdueNotificationKeyJson,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.service,DefaultOverdueService,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: DefaultOverdueModule; OverdueListener; DefaultOverdueService
killbill-killbill-0.20.14,org.killbill.billing.overdue.wrapper,OverdueWrapper,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CLEAR_STATE_NAME; log; MAX_LOCK_RETRIES; overdueable; api; locker; clock; overdueStateSet; billingStateCalcuator; overdueStateApplicator; internalCallContextFactory
killbill-killbill-0.20.14,org.killbill.billing.overdue.wrapper,TestOverdueWrapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.overdue.config.io,TestConfig,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.api.svcs,DefaultInvoicePaymentInternalApi,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: PaymentModule; PaymentControlStateMachineHelper; DefaultStateMachineConfigCache; PluginControlPaymentAutomatonRunner; PluginControlPaymentProcessor; InvoicePaymentControlPluginApi; MultiTenantPaymentConfig; DefaultPaymentControlProviderPluginRegistryProvider; DefaultInvoicePaymentApi; InvoicePaymentPaymentOptions; DefaultInvoicePaymentInternalApi; PaymentTagHandler; DefaultPaymentService
killbill-killbill-0.20.14,org.killbill.billing.payment.caching,DefaultStateMachineConfigCache,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: PaymentModule; PaymentControlStateMachineHelper; DefaultStateMachineConfigCache; PluginControlPaymentAutomatonRunner; PluginControlPaymentProcessor; InvoicePaymentControlPluginApi; MultiTenantPaymentConfig; DefaultPaymentControlProviderPluginRegistryProvider; DefaultInvoicePaymentApi; InvoicePaymentPaymentOptions; DefaultInvoicePaymentInternalApi; PaymentTagHandler; DefaultPaymentService
killbill-killbill-0.20.14,org.killbill.billing.payment.caching,TestStateMachineConfigCache,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.caching,TestStateMachineConfigCacheInvalidationCallback,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.config,MultiTenantPaymentConfig,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: PaymentModule; PaymentControlStateMachineHelper; DefaultStateMachineConfigCache; PluginControlPaymentAutomatonRunner; PluginControlPaymentProcessor; InvoicePaymentControlPluginApi; MultiTenantPaymentConfig; DefaultPaymentControlProviderPluginRegistryProvider; DefaultInvoicePaymentApi; InvoicePaymentPaymentOptions; DefaultInvoicePaymentInternalApi; PaymentTagHandler; DefaultPaymentService
killbill-killbill-0.20.14,org.killbill.billing.payment.config,MultiTenantPaymentConfig,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
killbill-killbill-0.20.14,org.killbill.billing.payment.core.janitor,JanitorIterationCallback,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core.janitor,Janitor,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: log; TERMINATION_TIMEOUT_SEC; QUEUE_NAME; notificationQueueService; paymentConfig; paymentExecutors; incompletePaymentAttemptTask; janitorQueue; janitorExecutor; isStopped
killbill-killbill-0.20.14,org.killbill.billing.payment.core.janitor,TestIncompletePaymentAttemptTask,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core.janitor,TestIncompletePaymentAttemptTaskWithDB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core.janitor,IncompletePaymentAttemptTaskWithException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core.janitor,TestIncompletePaymentTransactionTaskWithDB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core,PaymentControlAwareRefresher,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core,PaymentExecutors,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: TIMEOUT_EXECUTOR_SEC; DEFAULT_MIN_PLUGIN_THREADS; PLUGIN_THREAD_PREFIX; PAYMENT_PLUGIN_TH_GROUP_NAME; JANITOR_EXECUTOR_NAMED; PLUGIN_EXECUTOR_NAMED; paymentConfig; pluginExecutorService; janitorExecutorService
killbill-killbill-0.20.14,org.killbill.billing.payment.core,PaymentMethodProcessor,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 32 public methods
killbill-killbill-0.20.14,org.killbill.billing.payment.core,WithPaymentMethodControlCallback,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core,PaymentPluginServiceRegistration,Feature Envy,The tool detected a instance of this smell because getPaymentMethodById is more interested in members of the type: PaymentDao
killbill-killbill-0.20.14,org.killbill.billing.payment.core,PaymentPluginServiceRegistration,Feature Envy,The tool detected a instance of this smell because getPaymentMethodByExternalKey is more interested in members of the type: PaymentDao
